%time,field.data
1574701854124339506,605
1574701854225435695,614
1574701854285963451,617
1574701854366636657,627
1574701854447490495,639
1574701854548589251,647
1574701854609129027,667
1574701854710137195,597
1574701854770586355,566
1574701854851450423,574
1574701854932263181,582
1574701854992951930,593
1574701855094049870,606
1574701855154596940,598
1574701855245583197,620
1574701855326385599,606
1574701855407185008,606
1574701855487932586,619
1574701855568838929,601
1574701855649616702,601
1574701855730326111,608
1574701855810920760,600
1574701855901758743,586
1574701855972302355,575
1574701856053190542,581
1574701856133947674,586
1574701856214793802,604
1574701856295574597,613
1574701856376417767,620
1574701856457112470,620
1574701856527796607,584
1574701856628894757,568
1574701856689427731,549
1574701856780390936,543
1574701856851021113,530
1574701856952153134,521
1574701857012660072,520
1574701857113487274,530
1574701857174087612,553
1574701857265172310,558
1574701857335751867,575
1574701857406423175,564
1574701857487109826,565
1574701857588021471,543
1574701857658751356,541
1574701857739591114,546
1574701857810233748,553
1574701857911141656,561
1574701857971570742,555
1574701858062461140,540
1574701858133078576,542
1574701858233883102,555
1574701858294423750,558
1574701858385305305,565
1574701858455950550,561
1574701858536584425,563
1574701858627464581,547
1574701858698032871,555
1574701858778833741,541
1574701858859637913,546
1574701858930200369,542
1574701859021229481,552
1574701859091800124,553
1574701859172604710,555
1574701859263450761,555
1574701859334085115,552
1574701859414905072,553
1574701859515919422,556
1574701859576481398,564
1574701859667448274,565
1574701859738155778,575
1574701859828993950,583
1574701859889546743,590
1574701859990605665,589
1574701860051107904,605
1574701860142092313,608
1574701860212686662,614
1574701860303601769,624
1574701860374224889,628
1574701860475093445,634
1574701860535601092,626
1574701860616272022,625
1574701860707049195,624
1574701860777652559,614
1574701860858414365,612
1574701860959346723,597
1574701861019880052,596
1574701861100685967,587
1574701861181545470,576
1574701861252280888,577
1574701861343142361,573
1574701861413824889,572
1574701861504772682,570
1574701861575376455,575
1574701861666179826,573
1574701861726783521,573
1574701861817542702,568
1574701861888466295,566
1574701861979374904,569
1574701862049972593,569
1574701862140772648,562
1574701862221530540,575
1574701862312386546,591
1574701862373006081,574
1574701862453705141,586
1574701862544710144,578
1574701862615350975,561
1574701862716211600,558
1574701862776782272,569
1574701862877796067,578
1574701862938376729,584
1574701863019146678,585
1574701863089892731,577
1574701863180931579,555
1574701863251451089,555
1574701863352410475,551
1574701863412969296,549
1574701863493714270,557
1574701863574512631,551
1574701863655422167,558
1574701863736331051,541
1574701863837061316,539
1574701863897460562,538
1574701863968179796,528
1574701864059003864,527
1574701864129526261,535
1574701864220418469,528
1574701864291153408,526
1574701864381917042,534
1574701864462795928,525
1574701864533475493,535
1574701864624448335,527
1574701864695125294,532
1574701864775769894,530
1574701864866611114,533
1574701864937196929,533
1574701865017977911,533
1574701865088688770,537
1574701865179638570,548
1574701865270394287,537
1574701865361209482,544
1574701865411613058,540
1574701865492418025,540
1574701865573249113,540
1574701865654085710,543
1574701865734811942,555
1574701865815611454,553
1574701865896519910,559
1574701865987429538,561
1574701866058044604,554
1574701866138838339,554
1574701866219675974,555
1574701866310800135,557
1574701866371329850,545
1574701866462335827,555
1574701866532940861,552
1574701866623879038,543
1574701866694514004,547
1574701866785515191,538
1574701866856098618,538
1574701866947091952,541
1574701867007520982,534
1574701867098417430,544
1574701867179401161,533
1574701867250005818,531
1574701867330663478,529
1574701867411492586,530
1574701867492333730,523
1574701867573164495,527
1574701867664021137,529
1574701867734627738,528
1574701867815210831,532
1574701867906088134,529
1574701867966636223,525
1574701868057384695,531
1574701868138075636,525
1574701868208783598,531
1574701868289375591,517
1574701868380202549,526
1574701868450920018,520
1574701868541871941,513
1574701868612454972,516
1574701868703440847,515
1574701868774106065,513
1574701868855289459,510
1574701868936120495,510
1574701869027002616,527
1574701869097563154,515
1574701869188482085,516
1574701869249000999,521
1574701869350005413,520
1574701869410588572,522
1574701869491442081,537
1574701869572180780,534
1574701869663191765,541
1574701869743838944,545
1574701869834774558,539
1574701869895342768,544
1574701869976069687,549
1574701870056821576,551
1574701870137661645,545
1574701870218410523,546
1574701870309322633,536
1574701870369976715,536
1574701870450728809,536
1574701870531433862,538
1574701870622399789,538
1574701870693069728,537
1574701870783913551,536
1574701870854554978,538
1574701870935390976,530
1574701871016240564,536
1574701871096870881,528
1574701871177544376,533
1574701871278590764,526
1574701871359453785,531
1574701871419994808,533
1574701871490588064,522
1574701871591700672,525
1574701871662281576,530
1574701871743157708,522
1574701871813709398,521
1574701871894486977,511
1574701871975299290,501
1574701872056127110,496
1574701872136974775,494
1574701872207696053,495
1574701872288406790,494
1574701872379323851,496
1574701872449992747,495
1574701872530750638,497
1574701872611464612,491
1574701872702244528,495
1574701872772812949,492
1574701872853629541,490
1574701872934417136,494
1574701873035495448,498
1574701873085863417,497
1574701873176654254,509
1574701873247312583,506
1574701873337948119,507
1574701873408645891,507
1574701873489478877,516
1574701873570255249,520
1574701873661084252,528
1574701873731725409,519
1574701873822577165,531
1574701873893261464,535
1574701873974028490,533
1574701874054731946,534
1574701874155741619,533
1574701874216225238,522
1574701874297075844,518
1574701874367778123,512
1574701874458726224,516
1574701874539420261,518
1574701874609934390,521
1574701874690580900,527
1574701874791610486,519
1574701874852117848,516
1574701874932952329,511
1574701875013541577,507
1574701875114708751,506
1574701875175266851,505
1574701875256093106,497
1574701875326788480,502
1574701875427786080,493
1574701875488269886,500
1574701875579264918,492
1574701875649787306,509
1574701875730540031,506
1574701875811299935,509
1574701875912343825,513
1574701875972835210,518
1574701876053777264,522
1574701876134536206,533
1574701876235539252,517
1574701876296022070,529
1574701876386969688,537
1574701876457538601,547
1574701876548524542,546
1574701876609039273,551
1574701876689831482,547
1574701876780756832,546
1574701876851420163,538
1574701876932072642,540
1574701877012839573,527
1574701877093650757,543
1574701877174449144,539
1574701877255249991,530
1574701877356391337,532
1574701877416843537,531
1574701877497674907,527
1574701877568362261,526
1574701877669389319,532
1574701877729846789,527
1574701877820755654,518
1574701877891363320,510
1574701877972244097,514
1574701878053073133,514
1574701878133846315,517
1574701878204479265,515
1574701878305468905,527
1574701878376046195,523
1574701878466884682,520
1574701878537464290,525
1574701878628379293,530
1574701878688833519,525
1574701878789865325,522
1574701878850315699,529
1574701878951388264,523
1574701879011876507,519
1574701879102853466,531
1574701879173565893,530
1574701879274638273,526
1574701879335177520,528
1574701879416046725,532
1574701879486709452,531
1574701879587781286,531
1574701879648302875,543
1574701879739160592,545
1574701879809687928,546
1574701879910793277,551
1574701879971296503,559
1574701880061974227,562
1574701880132577863,561
1574701880213456816,569
1574701880294239084,584
1574701880375099267,569
1574701880455775528,569
1574701880536541587,566
1574701880617197241,579
1574701880708006020,573
1574701880768526798,575
1574701880849383346,572
1574701880940361312,555
1574701881011027472,547
1574701881091879244,540
1574701881172659773,519
1574701881253451239,527
1574701881344398224,506
1574701881415003918,493
1574701881505848554,489
1574701881566389681,485
1574701881647233846,459
1574701881727854881,460
1574701881818797640,454
1574701881889465995,460
1574701881980296465,432
1574701882050971975,438
1574701882131797120,421
1574701882202500429,434
1574701882313704207,423
1574701882374197043,426
1574701882465129659,414
1574701882525731956,405
1574701882616682147,413
1574701882687308789,411
1574701882778228289,407
1574701882848814268,417
1574701882949881708,421
1574701883010367826,418
1574701883091224135,419
1574701883171922168,422
1574701883272867669,413
1574701883323299766,412
1574701883434580416,424
1574701883484992661,425
1574701883585980089,405
1574701883646539943,408
1574701883737546120,407
1574701883808203856,405
1574701883899261025,403
1574701883969751851,386
1574701884060545706,392
1574701884131037588,388
1574701884231967874,382
1574701884282419217,374
1574701884393554238,362
1574701884444000020,363
1574701884545083920,347
1574701884605606468,332
1574701884686399231,361
1574701884777175084,366
1574701884847839747,389
1574701884938723614,393
1574701885009315783,393
1574701885089926447,381
1574701885190957989,384
