%time,field.data
1574701275486987338,662
1574701275567637513,666
1574701275658512241,660
1574701275719137287,656
1574701275820165837,658
1574701275880753706,653
1574701275971774104,653
1574701276042312046,655
1574701276133286770,662
1574701276214144869,666
1574701276284736824,662
1574701276385643169,670
1574701276446355214,656
1574701276527367122,659
1574701276607998650,650
1574701276698991543,621
1574701276759532791,605
1574701276850441262,616
1574701276921178032,612
1574701277022202599,598
1574701277082768336,615
1574701277183729100,623
1574701277244226958,635
1574701277335209103,640
1574701277405854877,632
1574701277486588243,615
1574701277577605074,623
1574701277638078177,615
1574701277729021732,631
1574701277799679737,632
1574701277890586999,631
1574701277961195592,624
1574701278052103483,615
1574701278122801390,610
1574701278213716829,623
1574701278304517847,625
1574701278385580895,621
1574701278446104363,623
1574701278527087670,624
1574701278617965028,620
1574701278678419892,623
1574701278779410914,617
1574701278839941379,614
1574701278940858052,608
1574701279001364512,606
1574701279082100285,606
1574701279172993078,603
1574701279243753607,603
1574701279334797951,599
1574701279405437652,610
1574701279486037994,606
1574701279566964296,609
1574701279657856218,603
1574701279718449154,608
1574701279809400641,601
1574701279879947740,606
1574701279970846127,607
1574701280041578801,608
1574701280132569731,604
1574701280203109372,613
1574701280294009333,603
1574701280384787775,607
1574701280445377496,612
1574701280526129512,622
1574701280607004138,621
1574701280687835802,622
1574701280768449824,619
1574701280859498630,620
1574701280919936788,619
1574701281010880674,617
1574701281081480819,614
1574701281162232282,617
1574701281242975582,615
1574701281323636976,618
1574701281404452737,612
1574701281485141080,608
1574701281575987858,602
1574701281646712723,612
1574701281727599341,607
1574701281798278226,608
1574701281889085225,604
1574701281959731892,605
1574701282040493322,596
1574701282121286067,602
1574701282201929503,604
1574701282302948965,602
1574701282363325943,599
1574701282443981431,595
1574701282524686957,589
1574701282615444335,590
1574701282706348503,594
1574701282766786148,589
1574701282847474506,588
1574701282918011806,594
1574701282998790243,594
1574701283099803787,602
1574701283160257684,593
1574701283261193617,590
1574701283321729035,587
1574701283402450600,579
1574701283493381199,569
1574701283563965114,567
1574701283654950080,562
1574701283725542883,562
1574701283816341806,559
1574701283876781671,563
1574701283967733113,566
1574701284038277731,577
1574701284129594099,586
1574701284200132515,595
1574701284291059549,598
1574701284361692656,601
1574701284442358797,599
1574701284533223408,602
1574701284603856829,608
1574701284694756932,618
1574701284765366982,616
1574701284856108796,617
1574701284926698878,628
1574701285007411975,628
1574701285088088107,629
1574701285189200767,629
1574701285239624782,631
1574701285330585816,628
1574701285401206340,630
1574701285481860622,622
1574701285562482385,620
1574701285643322165,631
1574701285734209366,629
1574701285804883585,633
1574701285885515310,625
1574701285966189397,631
1574701286047017978,634
1574701286148014271,635
1574701286208465301,625
1574701286299394093,631
1574701286369948888,624
1574701286450786008,626
1574701286521393588,631
1574701286622481518,622
1574701286682959165,619
1574701286784019131,619
1574701286844597532,631
1574701286925475846,635
1574701287016361284,640
1574701287086893925,654
1574701287167557252,655
1574701287248442906,653
1574701287329188181,645
1574701287409888062,644
1574701287480532004,643
1574701287571430127,647
1574701287642065910,643
1574701287743183532,644
1574701287803706684,625
1574701287884311432,624
1574701287965204023,619
1574701288066280364,612
1574701288116639428,597
1574701288207595584,590
1574701288278158964,568
1574701288359004443,567
1574701288439694989,543
1574701288520345359,555
1574701288601104591,534
1574701288692026587,536
1574701288762588935,527
1574701288833066715,524
1574701288924002428,520
1574701288994904731,513
1574701289085864676,497
1574701289156460753,480
1574701289257536471,442
1574701289318024002,446
1574701289408853103,424
1574701289479481893,367
1574701289550119130,345
1574701289641013888,332
1574701289711697342,331
1574701289792372268,309
1574701289893288747,311
1574701289953782783,363
1574701290044636159,324
1574701290125442174,304
1574701290185872102,298
1574701290276572480,285
1574701290357250938,294
1574701290427960315,303
1574701290518711528,292
1574701290589390970,275
1574701290690307672,266
1574701290750837582,262
1574701290831496000,266
1574701290912171211,261
1574701290993029449,253
1574701291063742526,250
1574701291144441529,243
1574701291235373702,267
1574701291305935389,263
1574701291396785900,259
1574701291467352865,252
1574701291547951688,267
1574701291648940329,284
1574701291709473367,292
1574701291800329660,328
1574701291870977292,334
1574701291961853026,319
1574701292032496006,332
1574701292113236754,314
