%time,field.data
1574700760386138972,530
1574700760456685465,546
1574700760527354140,572
1574700760628434978,592
1574700760699142800,618
1574700760790049871,618
1574700760850626704,612
1574700760941246637,601
1574700761011876909,596
1574700761102800152,588
1574700761183590883,573
1574700761254061097,563
1574700761334709581,551
1574700761425602456,538
1574700761496085311,526
1574700761576807829,516
1574700761657598710,514
1574700761748534694,504
1574700761819152552,508
1574700761899963698,529
1574700761970750356,491
1574700762061600536,546
1574700762142260072,566
1574700762223033828,586
1574700762293506071,577
1574700762384405623,568
1574700762455150946,562
1574700762546040560,586
1574700762626726265,591
1574700762707522321,607
1574700762798409556,622
1574700762879253994,620
1574700762949812916,635
1574700763030580322,645
1574700763101352426,614
1574700763182082724,602
1574700763273129515,557
1574700763333580626,560
1574700763444617960,581
1574700763515323428,588
1574700763586043961,592
1574700763656773376,589
1574700763757764420,606
1574700763818267660,584
1574700763919358907,582
1574700763979863689,575
1574700764060562071,579
1574700764151409630,559
1574700764232062477,565
1574700764312873090,564
1574700764383520277,573
1574700764464201711,579
1574700764555150897,585
1574700764615680609,584
1574700764716789348,591
1574700764777388838,585
1574700764878303604,595
1574700764938832438,595
1574700765029553782,595
1574700765100328460,595
1574700765181078666,589
1574700765271987718,586
1574700765342708615,588
1574700765423465120,592
1574700765504134889,597
1574700765585012580,601
1574700765665803923,605
1574700765736546124,604
1574700765837524728,608
1574700765898054982,598
1574700765988967673,601
1574700766059646644,605
1574700766140363508,594
1574700766221128669,592
1574700766301819181,582
1574700766382644008,575
1574700766463414424,587
1574700766544047531,582
1574700766624847800,582
1574700766705538945,581
1574700766796403174,589
1574700766856903767,583
1574700766947632115,577
1574700767028406152,573
1574700767099042339,573
1574700767179751685,563
1574700767281006848,560
1574700767341589018,548
1574700767422328158,542
1574700767503104267,539
1574700767593987294,534
1574700767654426527,524
1574700767745302660,537
1574700767815903400,541
1574700767917032168,539
1574700767977485472,539
1574700768078504716,547
1574700768138996503,559
1574700768229945929,562
1574700768300519219,571
1574700768401519031,577
1574700768462337621,578
1574700768563356551,580
1574700768613736745,565
1574700768704601901,555
1574700768785424994,559
