%time,field.data
1574701048753007475,-0.003972965864343326 0.1701179333641398 2.9794566539806477
1574701048773206572,-0.003897151524718379 0.1756353414137903 2.9829569859577303
1574701048793414341,-0.0032583729932655564 0.18058219041199872 2.9866517815855698
1574701048833898706,0.0006703380406142124 0.1912500830678319 2.994273819751574
1574701048833898706,0.0006703380406142124 0.1912500830678319 2.994273819751574
1574701048884358017,0.005555528573784441 0.20589753926073526 3.003201140819681
1574701048884358017,0.005555528573784441 0.20589753926073526 3.003201140819681
1574701048894454518,0.005959144883465743 0.2089255313383802 3.0049628426168655
1574701048914605350,0.0060316517245406565 0.21482173082018344 3.0083551323323228
1574701048934784769,0.005355313649918943 0.22005900283536398 3.0117272458224
1574701048975101834,0.004271045402667874 0.22762814026652572 3.0192296479287157
1574701048975101834,0.004271045402667874 0.22762814026652572 3.0192296479287157
1574701049015477816,0.008531614107115624 0.23515370458308832 3.0298924979564985
1574701049015477816,0.008531614107115624 0.23515370458308832 3.0298924979564985
1574701049065833237,0.013626803000962459 0.2395444525544544 3.0385250697316772
1574701049065833237,0.013626803000962459 0.2395444525544544 3.0385250697316772
1574701049075889713,0.014875575948043928 0.24043128973632813 3.040619452466751
1574701049096070660,0.017288013173643365 0.24170705373084847 3.0446851752830177
1574701049116221253,0.019240568453437995 0.24182603354357332 3.0486422792293917
1574701049136367558,0.020577149494746417 0.24076284753659827 3.0523936548064903
1574701049156546363,0.021578587595281806 0.2388957857148827 3.0558345246974548
1574701049176734013,0.022674470309196133 0.23680819926498514 3.0587531228639855
1574701049196850250,0.023851289514091014 0.23493900442071736 3.061230102095541
1574701049227108657,0.026407717477861078 0.23180883412012473 3.0646772865039167
1574701049237169724,0.026407717477861078 0.23180883412012473 3.0646772865039167
1574701049257359068,0.02761681564735946 0.23049556573668492 3.0657805189331317
1574701049287628224,0.02901386940508083 0.2270333567976911 3.0666882104193904
1574701049297684381,0.02901386940508083 0.2270333567976911 3.0666882104193904
1574701049317883721,0.029388439703628512 0.22465143085646128 3.066586964419678
1574701049338064814,0.02958597896493579 0.2219723813667878 3.0662506308885735
1574701049358250598,0.02947107100895716 0.2192972637183584 3.0655218674471345
1574701049378424971,0.028905296301057454 0.21719077979932966 3.064693342905028
1574701049408695154,0.025851721334280185 0.21593561421350657 3.0627855849256895
1574701049448990432,0.022715257308028997 0.21687681759115077 3.0608723053591147
1574701049448990432,0.022715257308028997 0.21687681759115077 3.0608723053591147
1574701049499435504,0.019967630654574135 0.21712707229437572 3.0589446790223302
1574701049499435504,0.019967630654574135 0.21712707229437572 3.0589446790223302
1574701049539793320,0.0171520764540961 0.21669535305492196 3.0578536830065124
1574701049539793320,0.0171520764540961 0.21669535305492196 3.0578536830065124
1574701049539793320,0.0171520764540961 0.21669535305492196 3.0578536830065124
1574701049590212879,0.012810997046548039 0.21639844175412812 3.0575031444708514
1574701049590212879,0.012810997046548039 0.21639844175412812 3.0575031444708514
1574701049610476400,0.010268252198072928 0.21659228645824546 3.057698256332571
1574701049650785039,0.0033333501913105734 0.21777151856307936 3.0587912123526593
1574701049650785039,0.0033333501913105734 0.21777151856307936 3.0587912123526593
1574701049691104259,-0.005539353826313206 0.2200333611211939 3.0609436497869775
1574701049691104259,-0.005539353826313206 0.2200333611211939 3.0609436497869775
1574701049731463752,-0.014524855472235233 0.22269654555125074 3.0640291197305425
1574701049731463752,-0.014524855472235233 0.22269654555125074 3.0640291197305425
1574701049771812631,-0.02266815570132578 0.2255057219830306 3.068207072677297
1574701049771812631,-0.02266815570132578 0.2255057219830306 3.068207072677297
1574701049771812631,-0.02266815570132578 0.2255057219830306 3.068207072677297
1574701049812130758,-0.029633570712016204 0.22727651721144523 3.0733830050656445
1574701049812130758,-0.029633570712016204 0.22727651721144523 3.0733830050656445
1574701049862547306,-0.03516039857204637 0.22748706559643755 3.080823366084636
1574701049862547306,-0.03516039857204637 0.22748706559643755 3.080823366084636
1574701049872632590,-0.03593899539127132 0.2272700953302571 3.082377840969465
1574701049892780249,-0.03728966895537029 0.22662345550838875 3.0855189458579355
1574701049912959454,-0.03834180074953627 0.2257066050818932 3.088694001016588
1574701049933108589,-0.03885115013605346 0.22463651317528013 3.0918763981173814
1574701049953290527,-0.038722690313191026 0.223631753946069 3.094966118137833
1574701049973467367,-0.038115923925038625 0.22299827071336212 3.0979853565484063
1574701049993618764,-0.03712980156040159 0.22271291487455788 3.1008910497116338
1574701050013793320,-0.0357244514399026 0.22270973247383175 3.1036995162385037
1574701050033940626,-0.03388950675914337 0.22303201423289365 3.10651599109333
1574701050054126551,-0.0318160742414023 0.22358239954877823 3.109274813172638
1574701050074301874,-0.029688955198634348 0.22431331512329364 3.1118948069224417
1574701050094481486,-0.02756361949213205 0.22521457861120406 3.114310658100888
1574701050134818886,-0.02228036816997654 0.22746812545632097 3.11878274110168
1574701050185247217,-0.013114782567993831 0.2303309455393607 3.1235773482038116
1574701050185247217,-0.013114782567993831 0.2303309455393607 3.1235773482038116
1574701050225564706,-0.005981819225091707 0.23324821842233137 3.126385045541147
1574701050225564706,-0.005981819225091707 0.23324821842233137 3.126385045541147
1574701050276009860,0.0015429371572100873 0.2366328849007655 3.128594687239963
1574701050276009860,0.0015429371572100873 0.2366328849007655 3.128594687239963
1574701050276009860,0.0015429371572100873 0.2366328849007655 3.128594687239963
1574701050316336709,0.00789062555425053 0.23894794396494884 3.129168115100568
1574701050316336709,0.00789062555425053 0.23894794396494884 3.129168115100568
1574701050316336709,0.00789062555425053 0.23894794396494884 3.129168115100568
1574701050336541918,0.011230169643375577 0.24013066142735418 3.12908605566211
1574701050366826356,0.016767951087676623 0.24209469138139497 3.128221915438954
1574701050376881390,0.016767951087676623 0.24209469138139497 3.128221915438954
1574701050407144792,0.019550850608488865 0.2431867616484919 3.126750335915426
1574701050417201604,0.019550850608488865 0.2431867616484919 3.126750335915426
1574701050437384637,0.020474389206375756 0.24371524162402758 3.1255528942845796
1574701050477746348,0.02200360846443109 0.24510816228248258 3.1226099545635173
1574701050528151235,0.02226361815180304 0.24726974578523714 3.1178858745193927
1574701050528151235,0.02226361815180304 0.24726974578523714 3.1178858745193927
1574701050568517882,0.022853127505354752 0.24808359630865862 3.112569422975128
1574701050568517882,0.022853127505354752 0.24808359630865862 3.112569422975128
