%time,field.data
1574705052756838598,655
1574705052797226552,655
1574705052827553098,650
1574705052877985029,652
1574705052908334082,649
1574705052948727930,653
1574705052989074594,655
1574705053029428045,656
1574705053069848845,653
1574705053120295260,656
1574705053150578981,651
1574705053191018875,652
1574705053231458976,656
1574705053272204341,659
1574705053312620893,658
1574705053353078254,657
1574705053393531768,664
1574705053433954247,663
1574705053474408237,674
1574705053514842051,661
1574705053555223883,656
1574705053595613672,659
1574705053636050084,646
1574705053676482673,641
1574705053716942818,623
1574705053757403739,603
1574705053787615716,597
1574705053827931443,595
1574705053878470554,583
1574705053908914959,590
1574705053949313722,585
1574705053989870476,586
1574705054030198116,593
1574705054070599231,598
1574705054111024769,606
1574705054151466426,611
1574705054191899628,602
1574705054232274519,600
1574705054272822830,598
1574705054313272788,608
1574705054353714477,615
1574705054394097387,614
1574705054434546056,620
1574705054474992260,621
1574705054515439998,615
1574705054555755673,619
1574705054596112914,614
1574705054636568568,615
1574705054677692202,614
1574705054718078738,614
1574705054758409554,609
1574705054788753258,607
1574705054829115370,618
1574705054879496637,620
1574705054929995681,616
1574705054950232633,616
1574705055000891836,609
1574705055031245587,600
1574705055071695688,606
1574705055112187220,613
1574705055152620774,607
1574705055193060157,615
1574705055233545497,618
1574705055273977977,618
1574705055324487451,613
1574705055354774435,621
1574705055395220710,614
1574705055435660755,627
1574705055476092968,623
1574705055516432620,622
1574705055556865029,621
1574705055597315461,619
1574705055637749359,620
1574705055678145668,618
1574705055708486350,607
1574705055748854672,613
1574705055789105612,610
1574705055829425409,604
1574705055869694250,595
1574705055910001026,606
1574705055950344445,604
1574705055990792251,602
1574705056031225689,603
1574705056071620642,605
1574705056111864464,600
1574705056152217115,607
1574705056192645003,596
1574705056233076175,595
1574705056273504126,589
1574705056313819751,600
1574705056354154311,597
1574705056394582483,603
1574705056434965051,604
1574705056475423319,601
1574705056515753059,597
1574705056556103206,608
1574705056586404948,604
1574705056636890468,606
1574705056667233422,599
1574705056707668973,593
1574705056748042487,598
1574705056798567783,603
1574705056828844495,601
1574705056869123580,605
1574705056909521113,596
1574705056949821114,597
1574705056990179748,596
1574705057030527653,600
1574705057070918408,590
1574705057111392799,600
1574705057151788451,598
1574705057192347284,602
1574705057232754170,591
1574705057273190478,601
1574705057313480473,595
1574705057353830633,600
1574705057394265374,598
1574705057434662672,591
1574705057475062309,594
1574705057515447636,599
1574705057555843058,597
1574705057596163511,598
1574705057626471142,592
1574705057676975009,596
1574705057707304729,592
1574705057757742314,596
1574705057788017262,592
1574705057828405982,589
1574705057868753337,589
1574705057919169255,589
1574705057959621001,578
1574705057989928500,590
1574705058030288389,590
1574705058080726366,590
1574705058121141618,594
1574705058161516439,589
1574705058191739201,583
1574705058232149812,586
1574705058272546388,585
1574705058312905748,588
1574705058353284466,590
1574705058393798888,589
1574705058434099177,583
1574705058474539843,592
1574705058514860339,590
1574705058555291230,585
1574705058595773011,588
1574705058636230777,587
1574705058676600465,589
1574705058717031398,594
1574705058758107764,586
1574705058788398286,584
1574705058828749321,587
1574705058869183570,589
1574705058909530530,583
1574705058949928340,588
1574705058990304814,588
1574705059040871947,593
1574705059081210559,586
1574705059111501050,593
1574705059161949637,588
1574705059192182102,592
1574705059232609870,589
1574705059272993050,593
1574705059313374752,585
1574705059353782526,589
1574705059394116954,587
1574705059434470374,592
1574705059474859242,581
1574705059515269020,594
1574705059555613213,586
1574705059596028553,595
1574705059636406754,586
1574705059676784273,599
1574705059717209354,587
1574705059747544458,590
1574705059788110119,587
1574705059828527940,593
1574705059868878003,597
1574705059909302111,595
1574705059949645343,593
1574705059989962913,597
1574705060030246104,591
1574705060070697402,599
1574705060111088881,595
1574705060151475566,598
1574705060191934788,596
1574705060232250931,602
1574705060272676225,598
1574705060313065149,604
1574705060353560289,600
1574705060394004231,600
1574705060444480397,607
1574705060484862455,608
1574705060535322861,604
1574705060555496211,602
1574705060595867027,604
1574705060636184201,601
1574705060676641967,602
1574705060717039428,605
1574705060747280793,601
1574705060797678425,605
1574705060827990757,600
1574705060868360447,608
1574705060908778328,599
1574705060949051969,603
1574705060989363321,599
1574705061029681579,605
1574705061070000467,592
1574705061110408009,591
1574705061150734803,583
1574705061191081227,585
1574705061231450222,586
1574705061271933447,593
1574705061312295022,591
1574705061352708196,589
1574705061393106555,585
1574705061433562216,587
1574705061474035441,585
1574705061514451047,587
1574705061554813438,584
1574705061595288884,593
1574705061635769934,591
1574705061676146195,592
1574705061706418315,591
1574705061746785383,594
1574705061797422008,587
1574705061837771231,587
1574705061868043224,587
1574705061918520469,585
1574705061948825063,581
1574705061989078099,589
1574705062029430141,583
1574705062069790327,574
1574705062110112137,572
1574705062150531798,574
1574705062190940102,567
1574705062231380094,572
1574705062271715013,561
1574705062312116260,572
1574705062352531325,566
1574705062392937113,566
1574705062433350858,565
1574705062473677802,563
1574705062514010128,565
1574705062554374192,561
