%time,field.data
1574703711737802444,306
1574703711757945126,305
1574703711778155512,306
1574703711798370326,305
1574703711818564082,304
1574703711838793874,306
1574703711858993652,306
1574703711899359954,304
1574703711899359954,309
1574703711950129089,303
1574703711950129089,304
1574703711960238811,303
1574703711980464128,304
1574703712000677800,304
1574703712041041709,303
1574703712041041709,303
1574703712091478118,301
1574703712091478118,307
1574703712131874181,301
1574703712131874181,308
1574703712172263150,303
1574703712172263150,306
1574703712222822034,304
1574703712222822034,308
1574703712263174551,303
1574703712263174551,308
1574703712273266762,309
1574703712313700126,313
1574703712313700126,310
1574703712354106493,308
1574703712354106493,311
1574703712364180244,310
1574703712374285692,307
1574703712404544627,310
1574703712414650067,309
1574703712445066988,309
1574703712485467364,305
1574703712485467364,312
1574703712536015677,308
1574703712536015677,310
1574703712576460215,312
1574703712576460215,314
1574703712626989684,314
1574703712626989684,316
1574703712677410763,317
1574703712677410763,315
1574703712727981083,318
1574703712727981083,317
1574703712768323340,320
1574703712768323340,320
1574703712818920376,323
1574703712818920376,321
1574703712859312972,316
1574703712859312972,328
1574703712859312972,324
1574703712859312972,322
1574703712899693997,318
1574703712899693997,324
1574703712899693997,320
1574703712919914398,317
1574703712940135290,318
1574703712960349963,313
1574703712980572427,315
1574703713000801304,309
1574703713020979169,314
1574703713041200324,309
1574703713061551954,304
1574703713081771151,299
1574703713101889353,297
1574703713122100962,289
1574703713142330572,295
1574703713162554665,288
1574703713182746178,282
1574703713202966274,284
1574703713223204894,288
1574703713243432918,284
1574703713263671226,286
1574703713283892197,279
1574703713304156241,282
1574703713324356076,280
1574703713334463347,280
1574703713385510302,283
1574703713436142033,278
1574703713436142033,274
1574703713476632076,277
1574703713476632076,277
1574703713517109752,276
1574703713517109752,277
1574703713517109752,274
1574703713567681036,276
1574703713567681036,277
1574703713567681036,272
1574703713577783533,277
1574703713597994528,277
1574703713648536805,277
1574703713688950052,273
1574703713688950052,274
1574703713739469427,276
1574703713739469427,277
1574703713779897156,283
1574703713779897156,285
1574703713830396276,289
1574703713830396276,290
1574703713860723428,281
1574703713860723428,284
1574703713860723428,286
1574703713860723428,285
1574703713880907739,284
1574703713901116669,287
1574703713921343223,289
1574703713941559833,293
1574703713961740502,296
1574703713981982468,295
1574703714002195942,296
1574703714022433773,295
1574703714042649922,297
1574703714062916595,297
1574703714103339246,298
1574703714143725446,294
1574703714143725446,297
1574703714194237242,293
1574703714194237242,295
1574703714194237242,298
1574703714234697137,296
1574703714234697137,300
1574703714234697137,298
1574703714264920274,296
1574703714275039073,295
1574703714295239404,296
1574703714315456224,296
1574703714355884270,298
1574703714406435377,292
1574703714406435377,289
1574703714456984535,286
1574703714456984535,291
1574703714456984535,289
1574703714497470694,295
1574703714497470694,287
1574703714497470694,294
1574703714517781190,296
1574703714537960080,292
1574703714558153028,296
1574703714578378134,296
1574703714618840117,286
1574703714618840117,291
1574703714659195088,290
1574703714659195088,295
1574703714709724469,286
1574703714709724469,289
1574703714719851445,285
1574703714740066826,288
1574703714760296162,288
1574703714800732577,286
1574703714800732577,284
1574703714851220676,289
1574703714861308323,281
1574703714861308323,284
1574703714881483234,286
1574703714901707571,287
1574703714922027272,284
1574703714942247435,279
1574703714962465823,281
1574703714982699870,279
1574703715002941047,281
1574703715023103039,279
1574703715043318721,281
1574703715063533405,279
1574703715083679093,287
1574703715103898308,279
1574703715114004698,285
1574703715144288689,277
1574703715154402446,282
1574703715184741342,279
1574703715194815837,281
1574703715215092465,292
1574703715255495789,280
1574703715255495789,285
1574703715275630274,286
1574703715295821563,283
1574703715316003144,281
1574703715336208579,291
1574703715356435931,285
1574703715376642076,288
1574703715396880630,282
1574703715417069151,285
1574703715437240995,287
1574703715457459486,283
1574703715477660612,290
1574703715497868685,290
1574703715548415350,287
1574703715548415350,285
1574703715588889136,286
1574703715588889136,282
1574703715599006752,288
1574703715619203502,285
1574703715639422913,289
1574703715659637141,285
1574703715679851619,285
1574703715720333331,284
1574703715720333331,286
1574703715770799513,285
1574703715770799513,286
1574703715811331925,278
1574703715811331925,278
1574703715841658187,279
1574703715882093389,280
1574703715882093389,275
1574703715922526867,277
1574703715922526867,280
1574703715952876353,279
1574703715952876353,280
1574703715993298938,281
1574703715993298938,285
1574703716033722870,279
1574703716033722870,285
1574703716043799677,283
1574703716064013423,282
1574703716084227113,280
1574703716094333058,284
1574703716114582136,280
1574703716134725760,284
1574703716154912742,282
1574703716175097042,284
1574703716195278366,288
1574703716215478862,283
1574703716235681452,283
1574703716276104651,285
1574703716326570466,291
1574703716326570466,287
1574703716366945770,292
1574703716377047598,289
1574703716417391004,288
1574703716417391004,288
1574703716417391004,288
1574703716457850968,289
1574703716457850968,291
1574703716457850968,290
1574703716478074825,289
1574703716498288194,293
1574703716518739180,285
1574703716539016485,291
1574703716559231986,289
1574703716579467306,293
1574703716599688486,284
1574703716619888708,287
1574703716640129892,285
1574703716660348868,284
1574703716680570541,282
1574703716700810142,290
1574703716721016032,288
1574703716741192718,287
1574703716761411273,280
1574703716781561425,286
1574703716801768715,282
1574703716821995856,285
1574703716842176326,280
1574703716862397228,287
1574703716882612319,282
1574703716902814599,286
1574703716922990607,283
1574703716943180564,286
1574703716963392802,283
1574703716983547091,283
1574703717025921637,281
1574703717025921637,282
1574703717076469849,280
1574703717076469849,287
1574703717116845711,280
1574703717116845711,282
1574703717116845711,275
1574703717136994473,277
1574703717157228745,274
1574703717177411212,281
1574703717197585543,279
1574703717217800906,279
1574703717258230789,274
1574703717258230789,279
1574703717308740510,273
1574703717308740510,279
1574703717339008852,276
1574703717339008852,277
1574703717359211461,273
1574703717379427294,276
1574703717399654546,281
1574703717440025564,279
1574703717440025564,277
1574703717460333037,273
1574703717480561511,276
1574703717500805627,277
1574703717520949956,275
1574703717541188561,278
1574703717561403125,270
1574703717581623050,277
1574703717601832301,271
1574703717622046614,280
1574703717642466035,273
1574703717662679652,281
1574703717692991883,270
1574703717703107822,280
1574703717723323875,280
1574703717763736241,284
1574703717804197065,275
1574703717804197065,271
1574703717854764580,274
1574703717854764580,273
1574703717895192809,278
1574703717895192809,281
1574703717935640673,278
1574703717935640673,279
1574703717935640673,284
1574703717986152865,283
1574703717986152865,280
1574703717986152865,282
1574703718026586495,275
1574703718026586495,277
1574703718036713183,277
1574703718077047356,279
1574703718117334770,277
1574703718117334770,284
1574703718157770343,279
1574703718157770343,281
1574703718157770343,278
1574703718177944920,276
1574703718198126594,280
1574703718218313301,280
1574703718268792676,273
1574703718268792676,278
1574703718309190048,281
1574703718319298474,284
1574703718359712447,279
1574703718359712447,281
1574703718400081220,280
1574703718400081220,280
1574703718440558285,283
1574703718440558285,280
1574703718491044914,280
1574703718491044914,288
1574703718531412429,282
1574703718541520326,282
1574703718541520326,280
1574703718581899486,278
1574703718581899486,278
1574703718602080492,281
1574703718642498728,277
1574703718642498728,279
1574703718672864060,282
1574703718682980110,276
1574703718713274092,277
1574703718713274092,278
1574703718723390639,281
1574703718743611858,275
1574703718763838275,280
1574703718784071830,281
1574703718804289531,273
1574703718814416893,280
1574703718844750454,282
1574703718854855907,282
1574703718905341854,278
1574703718905341854,281
1574703718945779005,278
1574703718945779005,284
1574703718996349155,276
1574703718996349155,275
1574703718996349155,275
1574703719036717863,276
1574703719077348152,275
1574703719077348152,275
1574703719117745513,278
1574703719117745513,276
1574703719168286079,276
1574703719168286079,279
1574703719208715450,283
1574703719208715450,277
1574703719259165757,278
1574703719259165757,277
1574703719259165757,278
1574703719299642385,278
1574703719299642385,277
1574703719299642385,279
1574703719350193759,275
1574703719350193759,283
1574703719380605316,277
1574703719380605316,275
1574703719400824610,276
1574703719421045501,276
1574703719461497446,274
1574703719461497446,277
1574703719501789090,273
1574703719501789090,273
1574703719542180467,278
1574703719572506861,275
1574703719582574463,278
1574703719612852048,277
1574703719612852048,278
1574703719653169846,283
1574703719653169846,274
1574703719693561922,275
1574703719693561922,274
1574703719703665574,280
1574703719723887936,274
1574703719743999343,274
1574703719784451356,277
1574703719824864673,277
1574703719824864673,274
1574703719875321503,276
1574703719875321503,276
