%time,field.data
1574700860330775298,676
1574700860411673887,678
1574700860492421118,672
1574700860573185460,671
1574700860653955653,673
1574700860734778376,669
1574700860815753259,682
1574700860896610686,684
1574700860967255235,674
1574700861048099181,675
1574700861128821717,676
1574700861209646326,663
1574700861290455848,649
1574700861371354793,651
1574700861452261402,652
1574700861533076412,653
1574700861613923793,654
1574700861694745276,645
1574700861775640950,640
1574700861846538422,642
1574700861927335248,637
1574700862008220633,634
1574700862088977956,636
1574700862169865340,625
1574700862250692824,611
1574700862331585820,599
1574700862412426036,583
1574700862493239645,574
1574700862574110828,579
1574700862654948375,587
1574700862725676711,594
1574700862806446702,603
1574700862887371588,616
1574700862968208971,622
1574700863051674767,642
1574700863132421353,624
1574700863213184649,603
1574700863294081520,614
1574700863364855992,604
1574700863445621514,588
1574700863526379325,583
1574700863607282892,561
1574700863688133810,549
1574700863768922920,539
1574700863849808420,549
1574700863930605736,546
1574700864011440925,551
1574700864092112753,555
1574700864173034893,562
1574700864243849082,565
1574700864324763653,562
1574700864405698676,567
1574700864486523292,591
1574700864567419628,582
1574700864648164612,591
1574700864728830160,564
1574700864809559321,562
1574700864890351158,573
1574700864971015101,568
1574700865041893597,556
1574700865122598697,548
1574700865203305083,550
1574700865284129126,561
1574700865364949689,557
1574700865445893791,548
1574700865526751873,526
1574700865607619712,457
1574700865678387513,436
1574700865759205623,426
1574700865840061069,416
1574700865920838426,422
1574700866001618373,427
1574700866082322421,430
1574700866163207249,442
1574700866244082654,474
1574700866324860126,493
1574700866405557609,478
1574700866487912861,475
1574700866558645373,495
1574700866639466138,505
1574700866720362834,517
1574700866801134844,526
1574700866881937195,515
1574700866962751865,510
1574700867043651345,518
1574700867124432586,536
1574700867205324690,559
1574700867275930444,585
1574700867356884787,593
1574700867437857177,584
1574700867528657614,627
1574700867609486939,616
1574700867690323382,596
1574700867761127360,603
1574700867842092173,628
1574700867912747524,641
1574700867993599720,649
1574700868074427534,649
1574700868165289008,645
1574700868246172014,582
1574700868316849970,554
1574700868397670657,566
1574700868478413278,589
1574700868549174807,606
1574700868630050394,608
1574700868710842924,639
