%time,field.data
1574701855799739348,600
1574701855880592022,586
1574701855961316496,575
1574701856042167988,581
1574701856123074196,586
1574701856203876811,604
1574701856284709640,613
1574701856365481646,620
1574701856446401094,620
1574701856517206144,584
1574701856597990693,568
1574701856678845153,549
1574701856759622601,543
1574701856840398702,530
1574701856921212141,521
1574701857001953958,520
1574701857082641484,530
1574701857163459015,553
1574701857244317570,558
1574701857325009144,575
1574701857405763424,564
1574701857486529672,565
1574701857567279745,543
1574701857648085141,541
1574701857728945861,546
1574701857799653968,553
1574701857880545472,561
1574701857961361034,555
1574701858042240779,540
1574701858122983492,542
1574701858203677430,555
1574701858284361884,558
1574701858365157144,565
1574701858445885887,561
1574701858526582516,563
1574701858607184409,547
1574701858687954072,555
1574701858768719304,541
1574701858849514590,546
1574701858920106839,542
1574701859010959507,552
1574701859081590959,553
1574701859162554759,555
1574701859243427009,555
1574701859324212571,552
1574701859404937042,553
1574701859485829129,556
1574701859566622457,564
1574701859647365404,565
1574701859728174242,575
1574701859809174665,583
1574701859889944002,590
1574701859960492849,589
1574701860041216682,605
1574701860132105833,608
1574701860202821208,614
1574701860283564627,624
1574701860364373287,628
1574701860445081556,634
1574701860525870451,626
1574701860606715658,625
1574701860687570470,624
1574701860768399062,614
1574701860849170090,612
1574701860930012811,597
1574701861010701703,596
1574701861092092104,587
1574701861162801821,576
1574701861243630571,577
1574701861324379497,573
1574701861405228674,572
1574701861485841470,570
1574701861566949895,575
1574701861647759612,573
1574701861718375837,573
1574701861799113761,568
1574701861879997437,566
1574701861960893036,569
1574701862041696302,569
1574701862122521350,562
1574701862203229401,575
1574701862284203706,591
1574701862365071446,574
1574701862445984558,586
1574701862526866413,578
1574701862607666133,561
1574701862688526805,558
1574701862769191850,569
1574701862850052022,578
1574701862920753818,584
1574701863001424407,585
1574701863082156355,577
1574701863163054850,555
1574701863243923595,555
1574701863324785617,551
1574701863405596149,549
1574701863486501817,557
1574701863567196150,551
1574701863648194076,558
1574701863729043476,541
1574701863799782974,539
1574701863880673961,538
1574701863961656570,528
1574701864042542215,527
1574701864123297610,535
1574701864204131399,528
1574701864285000756,526
1574701864365725311,534
1574701864446615846,525
1574701864527599240,535
1574701864608379070,527
1574701864679093648,532
1574701864759878387,530
1574701864840676916,533
1574701864921553137,533
1574701865002432478,533
1574701865083244893,537
1574701865164122583,548
1574701865244945115,537
1574701865325737069,544
1574701865406609948,540
1574701865477298367,540
1574701865558039491,540
1574701865638841792,543
1574701865719639739,555
